1	17369	17605	2	2	1	35	0	75
1	17743	17914	2	2	1	16	0	72
1	90051	90286	2	2	1	3	0	10
1	822530	822879	2	2	0	1	0	35
1	948604	951126	2	2	1	337	0	75
1	952128	952411	2	2	1	2	0	9
1	1045877	1046396	1	1	1	2	0	59
1	1048975	1049576	2	4	1	8	0	11
1	1049711	1049934	2	4	1	2	0	6
1	1050330	1050426	1	1	1	196	0	75
1	1051370	1051452	1	1	1	207	0	75
1	1083976	1084424	2	4	1	1	0	5
1	1087205	1087501	2	2	1	64	0	66
1	1281298	1282116	1	1	1	1	0	40
1	1290389	1290502	1	1	1	4	0	53
1	1298066	1298369	2	2	1	4	0	3
1	1298680	1299344	2	2	1	187	0	69
1	1309604	1309680	1	1	1	104	0	75
1	1315705	1315788	1	3	1	1	0	5
1	1323288	1324580	2	2	1	9	0	55
1	1352981	1353269	1	1	1	213	0	5
1	1353600	1353890	2	4	1	75	0	4
1	1355346	1355449	2	2	1	2519	0	75
1	1355884	1355930	2	4	1	3	0	3
1	1402251	1402461	2	2	1	1	0	3
1	1405887	1406987	2	2	1	1	0	32
1	1485172	1523510	1	1	1	43	0	57
1	1526532	1527160	1	1	1	5	0	18
1	1526532	1527603	1	1	1	2	0	70
1	1542047	1574494	2	4	1	70	0	8
1	1563274	1563591	2	4	1	17	0	16
1	1628633	1629457	2	2	1	12	0	7
1	1649638	1652468	2	2	1	19	0	60
1	1709641	1712263	2	2	1	219	0	72
1	1815863	1825396	2	2	1	35	0	71
1	2193911	2194687	2	2	1	19	0	74
1	2198907	2198949	1	3	1	12	0	5
1	2348713	2348736	2	2	1	3	0	20
1	2395872	2397115	1	1	1	1445	0	75
1	2402343	2403034	1	1	1	1532	0	75
1	2556697	2556976	2	2	1	1	0	33
1	3490960	3492796	2	2	1	4	0	48
1	3495934	3498786	1	1	1	5	0	11
1	3498266	3498370	2	2	1	4	0	61
1	3637099	3638749	2	2	1	237	0	73
1	3738514	3740232	2	2	1	49	0	72
1	3739696	3739763	2	2	1	1	0	30
1	3739732	3739799	2	2	1	4	0	36
1	3823242	3823423	2	2	1	192	0	69
1	3831223	3833861	2	2	1	185	0	75
1	3852422	3856888	2	2	1	34	0	67
