1	497300	498398	2	2	1	3	0	58
1	632679	653840	2	2	1	6	0	15
1	732208	732980	2	2	1	5	0	62
1	820890	822879	2	2	1	2	0	26
1	999612	999691	2	2	1	1	0	3
1	1041585	1042125	1	3	1	2	0	6
1	1042163	1042690	1	1	1	2	0	58
1	1051526	1051549	1	1	1	6	0	3
1	1055210	1055803	2	4	1	5	0	4
1	1055658	1055803	2	4	1	16	0	5
1	1217283	1217314	0	0	1	1	0	31
1	1257131	1273665	2	2	1	1	0	4
1	1280667	1281201	1	1	1	6	0	43
1	1280667	1281225	1	1	1	1	0	6
1	1301116	1301304	1	3	1	2	0	12
1	1311845	1312284	1	1	1	1	0	3
1	1315619	1319301	2	2	1	1	0	47
1	1319434	1320455	2	2	1	35	0	71
1	1336065	1336193	1	3	1	7	0	4
1	1336516	1337976	2	2	1	355	0	74
1	1340174	1340246	2	2	1	6	0	49
1	1341806	1341915	2	2	1	1	0	71
1	1353078	1353111	1	1	1	7	0	3
1	1356332	1356378	1	3	1	2	0	5
1	1356705	1359862	2	2	1	5	0	25
1	1374156	1374361	2	2	1	4	0	3
1	1388492	1390229	2	2	1	1	0	4
1	1390273	1390828	2	2	1	8	0	4
1	1395515	1398232	2	2	1	1076	0	74
1	1395538	1398232	2	2	1	28	0	63
1	1485839	1486109	1	1	1	66	0	60
1	1518991	1520140	1	1	1	63	0	71
1	1530532	1530850	0	0	1	1	0	33
1	1637120	1704222	2	2	1	9	0	7
1	1637198	1704339	2	2	1	109	0	7
1	1669737	1670097	2	2	1	220	0	55
1	1671630	1672393	2	2	1	5	0	71
1	1675591	1676063	2	2	1	181	0	75
1	1735739	1738320	2	2	1	3	0	74
1	2194134	2195037	2	2	1	9	0	43
1	2393356	2395783	1	1	1	76	0	75
1	2403387	2403446	1	1	1	1	0	3
1	2519325	2519800	2	2	1	86	0	73
1	2591090	2591556	2	4	1	1	0	3
1	3493328	3493348	1	1	1	2	0	21
1	3493798	3494370	2	2	1	2	0	27
1	3496019	3498370	2	2	1	2	0	42
1	3497120	3499137	2	2	1	1	0	6
1	3501309	3501681	2	2	1	5	0	63
1	3501386	3501795	2	2	1	4	0	63
1	3506185	3506796	1	3	1	48	0	19
1	3509993	3514549	2	2	1	1	0	6
1	3739732	3739907	2	2	1	1	0	26
1	3784112	3785086	2	2	1	320	0	74
1	3835093	3836494	2	2	1	110	0	74
1	3858845	3862375	1	1	1	2	0	33
1	6204983	6205205	2	2	1	1	0	40
1	6223222	6293003	2	2	1	1	0	28
1	6255123	6260824	2	2	1	2	0	64
1	6318579	6327298	2	2	1	152	0	73
1	6532080	6532462	2	2	1	60	0	73
1	6594234	6595484	2	2	1	1	0	3
1	6628692	6630287	1	1	1	192	0	67
1	6656099	6667708	2	2	1	1	0	45
1	6871841	6887653	1	1	1	193	0	74
1	7827816	7829836	1	1	1	74	0	75
1	7985092	7985139	1	1	1	5	0	4
1	8355121	8355418	2	2	1	135	0	71
1	8358091	8358195	2	2	1	2	0	67
1	8361009	8361092	1	3	1	3	0	4
1	8865483	8866278	2	2	1	20080	0	75
1	9724406	9724803	1	1	1	1	0	25
1	9730679	9731205	2	2	1	3	0	3
1	9735134	9735466	2	2	1	2	0	49
1	10151562	10158355	1	1	1	308	0	70
1	10295767	10296581	1	1	1	141	0	73
1	10375374	10399628	1	1	1	1	0	35
1	10417510	10418825	1	1	1	1166	0	75
1	10475081	10475652	1	1	1	1	0	30
1	10576900	10599237	1	1	1	4	0	57
1	11055408	11055780	2	2	1	2	0	30
1	11056095	11056603	2	2	1	1520	0	75
1	11087911	11088122	2	2	1	448	0	74
1	11111754	11112851	2	2	1	1	0	45
1	11654953	11655939	1	1	1	6	0	31
1	11830271	11831702	1	1	1	2	0	36
1	11834396	11834483	1	1	1	61	0	64
1	11917061	11922635	2	2	1	1	0	11
1	11999096	12001400	1	1	1	363	0	74
1	12293705	12299201	1	1	1	35	0	73
1	12401705	12403824	1	1	1	177	0	75
1	12497632	12506852	1	1	1	163	0	75
1	12617304	12617740	2	2	1	3	0	26
1	15329542	15341735	1	1	1	3	0	17
1	15716344	15716706	1	1	1	596	0	75
1	15727309	15728078	1	1	1	1	0	44
1	15738246	15738593	1	1	1	6	0	59
1	15758044	15758173	1	1	1	29	0	73
1	15764548	15764963	1	1	1	71	0	55
1	15942253	15942330	2	2	1	274	0	75
1	15946317	15946934	2	2	1	1	0	70
1	16014875	16015358	1	3	1	28	0	4
1	16051821	16052197	1	1	1	3	0	37
1	16149048	16150895	2	2	1	56	0	69
1	16207211	16207521	2	2	1	1	0	26
1	16207599	16207674	2	2	1	3	0	7
1	16232647	16232892	2	2	1	41	0	75
1	16316572	16328707	2	2	1	2	0	63
1	16350740	16352254	2	2	1	1	0	33
1	16455894	16458841	1	1	1	730	0	75
1	16483977	16630646	2	2	1	1	0	11
1	16486662	16490617	2	2	1	7	0	60
1	16579403	16580744	2	2	1	69	0	74
1	16581493	16582543	2	2	1	1	0	18
1	16626006	16627144	2	2	1	4	0	51
1	16645679	16646368	1	1	1	8	0	69
1	16757658	16757753	2	2	1	4	0	50
1	16888786	16888919	2	2	1	2	0	13
1	16951123	16953301	1	1	1	54	0	70
1	16965893	16965998	1	1	1	166	0	75
1	16974377	16975268	2	2	1	74	0	71
1	16975164	16975268	2	2	1	1	0	48
1	16976613	16976896	2	2	1	1	0	11
1	16977262	16978236	2	2	1	5	0	38
1	16992403	16992485	2	2	1	126	0	75
1	17193166	17198027	1	1	1	1	0	49
1	17539951	17580552	1	1	1	27	0	58
1	17624504	17625920	1	1	1	2	0	66
1	17635017	17635912	1	1	1	2	0	30
1	17664596	17687572	1	1	1	231	0	74
1	18872958	18879299	2	2	1	1	0	55
1	18883199	18883278	2	2	1	93	0	75
1	19113818	19113944	2	2	1	8	0	3
1	19128319	19138006	2	2	1	1	0	42
1	19227451	19229354	2	2	1	1	0	37
1	19285993	19286184	2	2	1	4	0	70
1	19312359	19324632	1	1	1	2	0	9
1	19312379	19312728	1	1	1	1	0	49
1	19479203	19485435	2	2	1	1	0	33
1	19623584	19626386	1	1	1	1595	0	75
1	19772174	19780579	2	2	1	2	0	42
