1	17056	17232	2	2	1	30	0	69
1	17056	17914	2	2	1	3	0	57
1	90051	90286	2	2	1	3	0	10
1	112805	165883	2	2	1	4	0	59
1	736620	736712	2	2	1	54	0	59
1	756142	758966	2	2	1	13	0	65
1	768614	769496	2	2	1	16	0	63
1	849603	850177	1	1	1	2	0	47
1	944396	944771	2	4	1	1	0	4
1	945423	945517	2	2	1	6	0	3
1	962472	962703	1	1	1	62	0	74
1	1042598	1043238	1	1	1	1	0	60
1	1051370	1051525	1	1	1	1	0	11
1	1051816	1053724	1	1	1	10	0	51
1	1218629	1218800	2	2	1	58	0	23
1	1218928	1223243	2	2	1	3443	0	75
1	1248161	1248423	1	3	1	1	0	19
1	1257311	1262246	2	2	1	1	0	15
1	1279149	1279183	1	1	1	3	0	18
1	1280667	1281410	1	1	1	1	0	69
1	1293912	1294089	2	2	1	5	0	49
1	1296281	1296424	2	2	1	183	0	70
1	1352981	1353269	1	1	1	213	0	5
1	1353299	1353847	2	2	1	226	0	3
1	1353500	1353580	0	0	1	3	0	6
1	1353807	1353874	1	3	1	2	0	5
1	1373903	1373999	2	2	1	1248	0	75
1	1389478	1390229	2	2	1	1	0	16
1	1393461	1395393	2	2	1	1099	0	75
1	1400304	1400604	1	1	1	134	0	71
1	1486669	1489203	1	1	1	6	0	57
1	1489528	1526793	1	1	1	1	0	12
1	1526532	1527694	1	1	1	261	0	71
1	1625654	1626836	1	1	1	2	0	35
1	1625972	1626649	1	1	1	2	0	12
1	1628633	1629457	2	2	1	12	0	7
1	1637232	1704373	2	2	1	16	0	74
1	1703941	1704038	2	2	1	103	0	72
1	1785663	1785850	2	2	1	1	0	27
1	1786672	1787370	0	0	1	12	0	5
1	1825500	1852569	2	2	1	4	0	44
1	2146109	2148871	1	1	1	3	0	53
1	2185365	2186837	2	2	1	2	0	61
1	2193903	2193997	2	2	1	8	0	56
1	2199699	2206278	1	1	1	1	0	36
1	2206668	2207551	2	2	1	3	0	55
1	2400936	2402096	1	1	1	25	0	73
1	2403387	2403446	1	1	1	1	0	3
1	2410452	2412390	2	2	1	98	0	75
1	2581651	2583369	1	1	1	1	0	63
1	3497362	3497490	2	2	1	5	0	69
1	3499267	3500632	2	2	1	4	0	56
1	3500713	3500965	2	2	1	1	0	8
1	3507549	3507794	2	2	1	8	0	72
1	3739588	3739763	2	2	1	2	0	21
1	3739872	3739907	2	2	1	3	0	36
1	3823563	3825757	2	2	1	197	0	73
1	3866001	3867973	1	1	1	15	0	72
1	5867897	5873251	2	2	1	58	0	75
1	5909214	5927648	2	2	1	59	0	62
1	5961950	5969086	2	2	1	1	0	45
1	5991557	6040516	1	1	1	1	0	26
1	6193049	6197651	2	2	1	6	0	31
1	6197757	6199450	2	2	1	2	0	8
1	6237346	6237469	1	1	1	1	0	50
1	6281127	6281147	2	2	1	15	0	7
1	6467573	6467824	2	2	1	29	0	66
1	6586031	6586594	1	1	1	3	0	42
1	6588443	6588755	1	1	1	99	0	74
1	6599453	6601796	2	2	1	117	0	73
1	6615592	6616756	1	1	1	10	0	70
1	7801192	7803046	1	1	1	77	0	73
1	8352626	8352676	2	2	1	1	0	3
1	8358917	8359763	2	2	1	176	0	72
1	8541319	8556474	2	2	1	28	0	65
1	8870511	8871890	2	2	1	13487	0	60
1	8874915	8878579	2	2	1	103	0	74
1	8878961	8879564	1	1	1	3	0	58
1	9245562	9246965	1	1	1	167	0	74
1	9265237	9267375	1	1	1	1	0	24
1	9567362	9573345	1	1	1	11	0	67
1	9736043	9740657	2	2	1	1	0	44
1	9850777	9871186	2	2	1	198	0	75
1	9972189	9975603	1	1	1	3	0	3
1	10168271	10171137	1	1	1	338	0	75
1	10258673	10260087	1	1	1	3	0	63
1	10272307	10275427	1	1	1	117	0	68
1	10337204	10337370	1	1	1	14	0	70
1	10434691	10435104	1	1	1	1	0	25
